URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=26980923,2010 - 11 Scottish Premier League,8316176b-186e-4b8a-a461-9739d47e458d,2010–11 Scottish Premier League,94,99,97
http://en.wikipedia.org/?curid=14573770,Fiba Americas League,969612f3-af0a-46e6-a215-80a917bb9b73,FIBA Americas League,100,32,59
http://en.wikipedia.org/?curid=17265352,"List of tallest buildings in Rochester, New York - Tallest buildings",0c6e58e8-3505-4981-80f5-a87d33dfc19b,"List of tallest buildings in Rochester, New York",83,83,83
http://en.wikipedia.org/?curid=1425689,List of best-selling singles - 7–7.99 million copies,bc2d6b51-777a-4e75-8b61-c739eaa7b8fb,Ticket to Ride (board game),18,35,28
http://en.wikipedia.org/?curid=79595,Metro Atlantic Athletic Conference - Former full member institutions,028be88d-0ae6-460d-8395-ab4a5e8c867f,Metro Atlantic Athletic Conference,67,100,86
http://en.wikipedia.org/?curid=18228282,Fiba World Olympic Qualifying Tournament For Men 2008 Squads,eb162a65-7b2c-4b18-a196-98c5d17e362e,FIBA World Olympic Qualifying Tournament for Men 2008 ...,92,47,65
http://en.wikipedia.org/?curid=14169635,2002 Masters Tournament - Made the cut,e8abe812-e921-4605-939d-733d3f3be113,2002 Masters Tournament,75,39,53
http://en.wikipedia.org/?curid=1643696,Darrell K Royal–Texas Memorial Stadium - Attendance Record,4765bb16-4448-4fa3-ae6a-f65ed1204a3d,Darrell K Royal–Texas Memorial Stadium,79,23,45
http://en.wikipedia.org/?curid=1234607,Sligo Rovers F.C,14156d98-4b84-4201-85d6-d5b8df65349e,Sligo Rovers F.C.,97,87,91
http://en.wikipedia.org/?curid=16570286,1948 Ashes series - Most wickets,02ea8bac-2a9c-4fbc-af55-fdc0bb727faf,1948 Ashes series,69,91,82
